county,covid_deaths,fips_code,party,pop_density,state,state_code,total_pop
Autauga County,130,1001,R,35.8534189940189,Alabama,AL,55200
Baldwin County,517,1003,R,50.5415035640023,Alabama,AL,208107
Barbour County,59,1005,R,11.247981205619,Alabama,AL,25782
Bibb County,40,1007,R,13.9731140005546,Alabama,AL,22527
Blount County,67,1009,R,34.5158164233531,Alabama,AL,57645
Bullock County,,1011,R,6.41761954967603,Alabama,AL,10352
Butler County,61,1013,R,9.95277078503475,Alabama,AL,20025
Calhoun County,492,1015,R,73.3486880019654,Alabama,AL,115098
Chambers County,44,1017,R,21.8926380821564,Alabama,AL,33826
Cherokee County,26,1019,R,18.0333282957246,Alabama,AL,25853
Chilton County,54,1021,R,24.4806693894376,Alabama,AL,43930
Choctaw County,18,1023,R,5.52650860439243,Alabama,AL,13075
Clarke County,24,1025,R,7.60313165232808,Alabama,AL,24387
Clay County,42,1027,R,8.55233134503563,Alabama,AL,13378
Cleburne County,22,1029,R,10.2973539136845,Alabama,AL,14938
Coffee County,158,1031,R,29.1646729138119,Alabama,AL,51288
Colbert County,248,1033,R,35.4969499814872,Alabama,AL,54495
Conecuh County,28,1035,R,5.68299517064302,Alabama,AL,12514
Coosa County,,1037,R,6.43888528179168,Alabama,AL,10855
Covington County,194,1039,R,13.9937034591157,Alabama,AL,37351
Crenshaw County,41,1041,R,8.79227330633629,Alabama,AL,13865
Cullman County,318,1043,R,43.252675634723,Alabama,AL,82313
Dale County,108,1045,R,33.893125488288,Alabama,AL,49255
Dallas County,159,1047,R,15.7910333786488,Alabama,AL,40029
DeKalb County,164,1049,R,35.3757798349071,Alabama,AL,71200
Elmore County,75,1051,R,50.7014402097701,Alabama,AL,81212
Escambia County,120,1053,R,15.247648981167,Alabama,AL,37328
Etowah County,560,1055,R,74.2505481228132,Alabama,AL,102939
Fayette County,37,1057,R,10.201801349626,Alabama,AL,16585
Franklin County,42,1059,R,19.2113561545785,Alabama,AL,31542
Geneva County,80,1061,R,17.8043158513833,Alabama,AL,26491
Greene County,,1063,R,5.02810013073651,Alabama,AL,8426
Hale County,21,1065,R,8.92555700068266,Alabama,AL,14887
Henry County,,1067,R,11.7696657362901,Alabama,AL,17124
Houston County,844,1069,R,69.4820926648789,Alabama,AL,104352
Jackson County,121,1071,R,18.6584828351285,Alabama,AL,52094
Jefferson County,3030,1073,R,229.251338127605,Alabama,AL,659892
Lamar County,14,1075,R,8.89409702789082,Alabama,AL,13933
Lauderdale County,380,1077,R,53.5128223620641,Alabama,AL,92585
Lawrence County,36,1079,R,18.5430504610001,Alabama,AL,33171
Lee County,437,1081,R,101.227864438246,Alabama,AL,159287
Limestone County,169,1083,R,64.1614968844402,Alabama,AL,93052
Lowndes County,11,1085,R,5.52043597931141,Alabama,AL,10236
Macon County,14,1087,R,12.0835405513515,Alabama,AL,19054
Madison County,1023,1089,R,172.227500046414,Alabama,AL,357560
Marengo County,96,1091,R,7.72210160787143,Alabama,AL,19538
Marion County,97,1093,R,15.5852067273234,Alabama,AL,29965
Marshall County,310,1095,R,64.921822989232,Alabama,AL,95145
Mobile County,1584,1097,R,130.229928949949,Alabama,AL,414659
Monroe County,50,1099,R,8.09796562551444,Alabama,AL,21512
Montgomery County,1196,1101,R,111.578217285862,Alabama,AL,226941
Morgan County,347,1103,R,79.3822306638455,Alabama,AL,119122
Perry County,12,1105,R,5.08932713103056,Alabama,AL,9486
Pickens County,20,1107,R,8.89134644415793,Alabama,AL,20298
Pike County,89,1109,R,19.1899851374734,Alabama,AL,33403
Randolph County,20,1111,R,15.013142302193,Alabama,AL,22574
Russell County,70,1113,R,35.05587425982,Alabama,AL,58213
St. Clair County,151,1115,R,53.3705840032232,Alabama,AL,87306
Shelby County,254,1117,R,103.859038845622,Alabama,AL,211261
Sumter County,11,1119,R,5.5470144040799,Alabama,AL,12985
Talladega County,225,1121,R,42.219157364741,Alabama,AL,80565
Tallapoosa County,144,1123,R,21.8969584604702,Alabama,AL,40636
Tuscaloosa County,849,1125,R,60.2784113409828,Alabama,AL,206213
Walker County,280,1127,R,31.480176797023,Alabama,AL,64493
Washington County,17,1129,R,5.94877180648605,Alabama,AL,16643
Wilcox County,12,1131,R,4.69736954024345,Alabama,AL,10809
Winston County,52,1133,R,15.038338282957,Alabama,AL,23875
Aleutians East Borough,,2013,-,0.18931798413723,Alaska,AK,3425
Anchorage Municipality,510,2020,-,67.0002918813575,Alaska,AK,296112
Bethel Census Area,26,2050,-,0.171435928666343,Alaska,AK,18040
Denali Borough,,2068,-,0.0681951983542993,Alaska,AK,2232
Dillingham Census Area,,2070,-,0.104785321760152,Alaska,AK,4975
Fairbanks North Star Borough,134,2090,-,5.24949098254823,Alaska,AK,99653
Hoonah-Angoon Census Area,,2105,-,0.125547899224925,Alaska,AK,2132
Juneau City and Borough,,2110,-,4.61661018835993,Alaska,AK,32330
Kenai Peninsula Borough,55,2122,-,1.40288530686126,Alaska,AK,58220
Ketchikan Gateway Borough,10,2130,-,1.0973632644438,Alaska,AK,13804
Kodiak Island Borough,,2150,-,0.796616253836105,Alaska,AK,13649
Matanuska-Susitna Borough,153,2170,-,1.61641230138181,Alaska,AK,103464
Nome Census Area,,2180,-,0.166814790483156,Alaska,AK,9925
North Slope Borough,,2185,-,0.0425856311115024,Alaska,AK,9797
Northwest Arctic Borough,,2188,-,0.0837655920658693,Alaska,AK,7734
Prince of Wales-Hyder Census Area,,2198,-,0.474963699740084,Alaska,AK,6474
Sitka City and Borough,,2220,-,1.17552014159081,Alaska,AK,8738
Southeast Fairbanks Census Area,,2240,-,0.106951726969006,Alaska,AK,6876
Valdez-Cordova Census Area,,2261,-,0.104936772956997,Alaska,AK,9301
Apache County,135,4001,S,2.4661635471983,Arizona,AZ,71522
Cochise County,183,4003,S,7.9091600308276,Arizona,AZ,126279
Coconino County,339,4005,S,2.9077305777695,Arizona,AZ,140217
Gila County,155,4007,S,4.33330667751936,Arizona,AZ,53400
Graham County,84,4009,S,3.16377107795328,Arizona,AZ,37879
Greenlee County,,4011,S,1.99216003069318,Arizona,AZ,9504
La Paz County,32,4012,S,1.77630223819669,Arizona,AZ,20701
Maricopa County,13376,4013,S,178.541173990963,Arizona,AZ,4253913
Mohave County,889,4015,S,5.97711349615256,Arizona,AZ,206064
Navajo County,272,4017,S,4.21826164424761,Arizona,AZ,108705
Pima County,3344,4019,S,42.8548311026477,Arizona,AZ,1019722
Pinal County,482,4021,S,30.2012780665733,Arizona,AZ,419721
Santa Cruz County,25,4023,S,14.5410811200168,Arizona,AZ,46584
Yavapai County,669,4025,S,10.677147061634,Arizona,AZ,224645
Yuma County,838,4027,S,14.5527021726827,Arizona,AZ,207829
Arkansas County,19,5001,R,7.07723545354986,Arkansas,AR,18124
Ashley County,17,5003,R,8.56899957694753,Arkansas,AR,20537
Baxter County,282,5005,R,28.7152710674774,Arkansas,AR,41219
Benton County,716,5007,R,117.977455778265,Arkansas,AR,258980
Boone County,113,5009,R,24.4020453612755,Arkansas,AR,37288
Bradley County,22,5011,R,6.51079736886142,Arkansas,AR,10948
Calhoun County,,5013,R,3.19537992240791,Arkansas,AR,5202
Carroll County,25,5015,R,17.0918030867579,Arkansas,AR,27887
Chicot County,24,5017,R,6.48720533961788,Arkansas,AR,10826
Clark County,31,5019,R,9.97935794884845,Arkansas,AR,22385
Clay County,37,5021,R,9.09362902300879,Arkansas,AR,15061
Cleburne County,38,5023,R,17.5920794960845,Arkansas,AR,25230
Cleveland County,10,5025,R,5.31308376264506,Arkansas,AR,8226
Columbia County,69,5027,R,12.0430090148183,Arkansas,AR,23892
Conway County,10,5029,R,14.6161703137298,Arkansas,AR,20906
Craighead County,830,5031,R,57.701239773158,Arkansas,AR,105701
Crawford County,50,5033,R,40.7996871120115,Arkansas,AR,62472
Crittenden County,52,5035,R,31.0060680601584,Arkansas,AR,49013
Cross County,23,5037,R,10.6475618813098,Arkansas,AR,16998
Dallas County,16,5039,R,4.2996258215917,Arkansas,AR,7432
Desha County,12,5041,R,5.97498329534256,Arkansas,AR,11887
Drew County,22,5043,R,8.62389556526047,Arkansas,AR,18502
Faulkner County,339,5045,R,72.9467914658334,Arkansas,AR,122416
Franklin County,26,5047,R,11.2751845642444,Arkansas,AR,17780
Fulton County,44,5049,R,7.58160811844068,Arkansas,AR,12139
Garland County,584,5051,R,55.9998517852055,Arkansas,AR,98296
Grant County,17,5053,R,11.0524158192483,Arkansas,AR,18086
Greene County,70,5055,R,29.8241054091558,Arkansas,AR,44623
Hempstead County,27,5057,R,11.6851730245058,Arkansas,AR,22018
Hot Spring County,24,5059,R,21.0370307484283,Arkansas,AR,33520
Howard County,28,5061,R,8.78324092031978,Arkansas,AR,13389
Independence County,247,5063,R,18.8332181709132,Arkansas,AR,37264
Izard County,27,5065,R,9.01718938852684,Arkansas,AR,13559
Jackson County,15,5067,R,10.4911935334858,Arkansas,AR,17225
Jefferson County,243,5069,R,31.2545147992963,Arkansas,AR,70424
Johnson County,41,5071,R,15.3829203617191,Arkansas,AR,26291
Lafayette County,,5073,R,5.05379689323219,Arkansas,AR,6915
Lawrence County,22,5075,R,10.9528948256261,Arkansas,AR,16669
Lee County,13,5077,R,6.02134153344286,Arkansas,AR,9398
Lincoln County,15,5079,R,9.41600591939292,Arkansas,AR,13695
Little River County,37,5081,R,9.0075425884187,Arkansas,AR,12417
Logan County,28,5083,R,11.8629638442172,Arkansas,AR,21757
Lonoke County,45,5085,R,36.1639717692876,Arkansas,AR,72206
Madison County,,5087,R,7.44015438511027,Arkansas,AR,16076
Marion County,30,5089,R,10.6318471099612,Arkansas,AR,16438
Miller County,26,5091,R,27.0012527090477,Arkansas,AR,43759
Mississippi County,46,5093,R,18.3628578105964,Arkansas,AR,42831
Monroe County,,5095,R,4.60991267149704,Arkansas,AR,7249
Montgomery County,16,5097,R,4.45236901326667,Arkansas,AR,8993
Nevada County,12,5099,R,5.27436382601417,Arkansas,AR,8440
Newton County,20,5101,R,3.69118925414889,Arkansas,AR,7848
Ouachita County,63,5103,R,12.7014153173494,Arkansas,AR,24106
Perry County,,5105,R,7.22554351013243,Arkansas,AR,10322
Phillips County,31,5107,R,10.564647735084,Arkansas,AR,19034
Pike County,13,5109,R,6.94773718149417,Arkansas,AR,10808
Poinsett County,18,5111,R,12.2465242873351,Arkansas,AR,24054
Polk County,94,5113,R,9.07677870323286,Arkansas,AR,20163
Pope County,115,5115,R,30.2430486280974,Arkansas,AR,63644
Prairie County,,5117,R,4.91293433526316,Arkansas,AR,8244
Pulaski County,1888,5119,R,200.176589143304,Arkansas,AR,393463
Randolph County,29,5121,R,10.4205924256624,Arkansas,AR,17603
St. Francis County,16,5123,R,15.992627689366,Arkansas,AR,26294
Saline County,199,5125,R,62.9724850422285,Arkansas,AR,118009
Scott County,18,5127,R,4.51826611649416,Arkansas,AR,10442
Searcy County,13,5129,R,4.59257233092457,Arkansas,AR,7923
Sebastian County,796,5131,R,92.5238426086721,Arkansas,AR,127461
Sevier County,,5133,R,11.7464133536446,Arkansas,AR,17193
Sharp County,18,5135,R,10.8868904747869,Arkansas,AR,17043
Stone County,18,5137,R,7.92446396870105,Arkansas,AR,12446
Union County,127,5139,R,14.7617220923788,Arkansas,AR,39732
Van Buren County,11,5141,R,9.07626814122767,Arkansas,AR,16684
Washington County,681,5143,R,93.666958051026,Arkansas,AR,228529
White County,262,5145,R,29.3951316053397,Arkansas,AR,78804
Woodruff County,,5147,R,4.38237679654509,Arkansas,AR,6660
Yell County,34,5149,R,8.95499844667949,Arkansas,AR,21573
Alameda County,1727,6001,D,860.757074949889,California,CA,1643700
Amador County,77,6005,D,24.5653452622911,California,CA,37829
Butte County,478,6007,D,53.5751590644998,California,CA,227075
Calaveras County,33,6009,D,17.1226058066131,California,CA,45235
Colusa County,25,6011,D,7.20188011858262,California,CA,21464
Contra Costa County,1020,6013,D,610.18029042211,California,CA,1133247
Del Norte County,43,6015,D,10.5229311101377,California,CA,27424
El Dorado County,155,6017,D,42.1995800073241,California,CA,186661
Fresno County,2386,6019,D,63.385677357634,California,CA,978130
Glenn County,41,6021,D,8.19738055888046,California,CA,27897
Humboldt County,115,6023,D,14.691077966102,California,CA,135768
Imperial County,636,6025,D,16.6599907311579,California,CA,180216
Inyo County,35,6027,D,0.685856010703446,California,CA,18085
Kern County,1939,6029,D,41.9254523115261,California,CA,883053
Kings County,466,6031,D,41.6772679528691,California,CA,150075
Lake County,84,6033,D,19.7113764136146,California,CA,64148
Lassen County,35,6035,D,2.65142146128389,California,CA,31185
Los Angeles County,25491,6037,D,960.742777931457,California,CA,10098052
Madera County,288,6039,D,28.0078977064307,California,CA,155013
Marin County,227,6041,D,193.100506119398,California,CA,260295
Mariposa County,,6043,D,4.67425188076992,California,CA,17540
Mendocino County,91,6045,D,9.62646104875624,California,CA,87422
Merced County,424,6047,D,53.6722217568114,California,CA,269075
Modoc County,12,6049,D,0.881376108971028,California,CA,8938
Mono County,,6051,D,1.79489551715331,California,CA,14174
Monterey County,615,6053,D,50.96841445171,California,CA,433212
Napa County,126,6055,D,72.5086277243729,California,CA,140530
Nevada County,130,6057,D,39.9469911989279,California,CA,99092
Orange County,6715,6059,D,1541.02666980495,California,CA,3164182
Placer County,765,6061,D,104.292831368025,California,CA,380077
Plumas County,11,6063,D,2.82786846414243,California,CA,18699
Riverside County,6284,6065,D,127.688110556421,California,CA,2383286
Sacramento County,2432,6067,D,603.890619071814,California,CA,1510023
San Benito County,62,6069,D,16.5200880730115,California,CA,59416
San Bernardino County,6625,6071,D,41.1012855543107,California,CA,2135413
San Diego County,5287,6073,D,302.994150305114,California,CA,3302833
San Francisco County,638,6075,D,7168.19047136798,California,CA,870044
San Joaquin County,1865,6077,D,203.038981826007,California,CA,732212
San Luis Obispo County,324,6079,D,32.9240586038183,California,CA,281455
San Mateo County,664,6081,D,659.174654397823,California,CA,765935
Santa Barbara County,647,6083,D,62.6396741228866,California,CA,443738
Santa Clara County,2088,6085,D,574.838369914046,California,CA,1922200
Santa Cruz County,296,6087,D,237.4646580113,California,CA,273765
Shasta County,515,6089,D,18.3146641718097,California,CA,179085
Sierra County,,6091,D,1.18686208307387,California,CA,2930
Siskiyou County,57,6093,D,2.67741844120691,California,CA,43540
Solano County,571,6095,D,206.044405695356,California,CA,438530
Sonoma County,524,6097,D,122.826924488507,California,CA,501317
Stanislaus County,1971,6099,D,139.186562675731,California,CA,539301
Sutter County,72,6101,D,61.434887291893,California,CA,95872
Tehama County,134,6103,D,8.29681881417861,California,CA,63373
Trinity County,,6105,D,1.56200946498919,California,CA,12862
Tulare County,1211,6107,D,36.8526563166655,California,CA,460477
Tuolumne County,149,6109,D,9.37608758713074,California,CA,53932
Ventura County,1261,6111,D,177.727919348574,California,CA,848112
Yolo County,217,6113,D,81.7980055842152,California,CA,214977
Yuba County,211,6115,D,46.119104087607,California,CA,75493
Adams County,1137,8001,D,164.575308235169,Colorado,CO,497115
Alamosa County,58,8003,D,8.78669511017409,Colorado,CO,16444
Arapahoe County,1042,8005,D,308.071715415546,Colorado,CO,636671
Archuleta County,,8007,D,3.69147125917798,Colorado,CO,12908
Baca County,,8009,D,0.538428945812222,Colorado,CO,3563
Bent County,15,8011,D,1.48254766278441,Colorado,CO,5809
Boulder County,482,8013,D,170.643529909384,Colorado,CO,321030
Broomfield County,55,8014,D,773.525167574892,Colorado,CO,66120
Chaffee County,33,8015,D,7.30136222312035,Colorado,CO,19164
Cheyenne County,,8017,D,0.442710948941876,Colorado,CO,2039
Clear Creek County,,8019,D,9.16310080562258,Colorado,CO,9379
Conejos County,16,8021,D,2.44178525659461,Colorado,CO,8142
Crowley County,12,8025,D,2.76057813517921,Colorado,CO,5630
Custer County,,8027,D,2.42546915025166,Colorado,CO,4640
Delta County,80,8029,D,10.2586286729205,Colorado,CO,30346
Denver County,1004,8031,D,1746.53366714867,Colorado,CO,693417
Douglas County,422,8035,D,151.000972693866,Colorado,CO,328614
Eagle County,17,8037,D,12.4593103420182,Colorado,CO,54357
Elbert County,15,8039,D,5.24903393675943,Colorado,CO,25162
El Paso County,1477,8041,D,124.925568993339,Colorado,CO,688153
Fremont County,83,8043,D,11.8373137641951,Colorado,CO,47002
Garfield County,71,8045,D,7.6679579582708,Colorado,CO,58538
Gilpin County,,8047,D,15.2590354959424,Colorado,CO,5924
Grand County,,8049,D,3.15039299270629,Colorado,CO,15066
Gunnison County,,8051,D,1.97119246338176,Colorado,CO,16537
Huerfano County,18,8055,D,1.5975222719315,Colorado,CO,6583
Jefferson County,1027,8059,D,288.167016396746,Colorado,CO,570427
Kit Carson County,,8063,D,1.36424502329567,Colorado,CO,7635
Lake County,,8065,D,7.76979788292112,Colorado,CO,7585
La Plata County,99,8067,D,12.5901343204326,Colorado,CO,55101
Larimer County,530,8069,D,50.2990608716236,Colorado,CO,338161
Las Animas County,,8071,D,1.14699636757317,Colorado,CO,14179
Lincoln County,,8073,D,0.83101679674741,Colorado,CO,5548
Logan County,71,8075,D,4.55464865144205,Colorado,CO,21689
Mesa County,489,8077,D,17.39732685219,Colorado,CO,149998
Mineral County,,8079,D,0.362841330466255,Colorado,CO,823
Moffat County,37,8081,D,1.06308992422275,Colorado,CO,13060
Montezuma County,16,8083,D,4.92947296820681,Colorado,CO,25909
Montrose County,118,8085,D,7.11023991899686,Colorado,CO,41268
Morgan County,83,8087,D,8.52027689338592,Colorado,CO,28257
Otero County,52,8089,D,5.60667698473707,Colorado,CO,18325
Park County,,8093,D,3.06079632299723,Colorado,CO,17392
Phillips County,,8095,D,2.42349411979253,Colorado,CO,4318
Pitkin County,,8097,D,7.12340999435082,Colorado,CO,17909
Prowers County,22,8099,D,2.84015614595943,Colorado,CO,12052
Pueblo County,619,8101,D,26.6484169021727,Colorado,CO,164685
Rio Blanco County,,8103,D,0.774968454942006,Colorado,CO,6465
Rio Grande County,11,8105,D,4.80576248204254,Colorado,CO,11351
Routt County,19,8107,D,4.06597174669611,Colorado,CO,24874
Saguache County,,8109,D,0.788151149688548,Colorado,CO,6468
San Miguel County,,8113,D,2.39092161374022,Colorado,CO,7968
Sedgwick County,,8115,D,1.65560682558928,Colorado,CO,2350
Summit County,,8117,D,19.3127569068634,Colorado,CO,30429
Teller County,20,8119,D,16.7134038838229,Colorado,CO,24113
Washington County,,8121,D,0.742125633265348,Colorado,CO,4840
Weld County,448,8123,D,28.5867637840316,Colorado,CO,295123
Yuma County,15,8125,D,1.64425030940475,Colorado,CO,10069
Fairfield County,2403,9001,D,583.416530368637,Connecticut,CT,944348
Hartford County,2752,9003,D,470.033815038414,Connecticut,CT,894730
Litchfield County,246,9005,D,76.7709821644689,Connecticut,CT,183031
Middlesex County,405,9007,D,170.798815273811,Connecticut,CT,163368
New Haven County,2380,9009,D,548.856987196354,Connecticut,CT,859339
New London County,479,9011,D,156.079636094414,Connecticut,CT,268881
Tolland County,104,9013,D,142.329636078855,Connecticut,CT,151269
Windham County,158,9015,D,87.722911731784,Connecticut,CT,116538
Kent County,415,10001,D,115.224293104264,Delaware,DE,174822
New Castle County,1109,10003,D,502.769618629628,Delaware,DE,555133
Sussex County,636,10005,D,90.5489983667487,Delaware,DE,219540
District of Columbia,1632,11001,D,4322.95256868476,District of Columbia,DC,684498
Alachua County,1248,12001,R,116.11221044694,Florida,FL,263148
Baker County,18,12003,R,18.3309927280302,Florida,FL,27785
Bay County,717,12005,R,92.8857425187264,Florida,FL,182482
Bradford County,17,12007,R,35.4351752844965,Florida,FL,26979
Brevard County,1711,12009,R,219.376463402181,Florida,FL,576808
Broward County,4895,12011,R,612.687716792382,Florida,FL,1909151
Calhoun County,24,12013,R,9.82992818888334,Florida,FL,14444
Charlotte County,593,12015,R,100.3107252744,Florida,FL,176954
Citrus County,690,12017,R,94.9392779360695,Florida,FL,143087
Clay County,744,12019,R,132.338017071032,Florida,FL,207291
Collier County,952,12021,R,70.3852284247344,Florida,FL,363922
Columbia County,328,12023,R,33.4544255734035,Florida,FL,69105
DeSoto County,48,12027,R,22.0730089619394,Florida,FL,36399
Dixie County,,12029,R,9.00059326213749,Florida,FL,16437
Duval County,3325,12031,R,467.728698551137,Florida,FL,924229
Escambia County,1428,12033,R,183.081899788008,Florida,FL,311522
Flagler County,274,12035,R,85.26646661771,Florida,FL,107139
Franklin County,,12037,R,8.31215404368312,Florida,FL,11736
Gadsden County,26,12039,R,34.4130956542606,Florida,FL,46017
Gilchrist County,,12041,R,19.448926186859,Florida,FL,17615
Glades County,,12043,R,6.39644347212249,Florida,FL,13363
Gulf County,11,12045,R,11.2010012488157,Florida,FL,16055
Hamilton County,,12047,R,10.7230118532973,Florida,FL,14269
Hardee County,13,12049,R,16.4885295462253,Florida,FL,27228
Hendry County,44,12051,R,13.3996999978578,Florida,FL,40127
Hernando County,865,12053,R,149.202304427534,Florida,FL,182696
Highlands County,559,12055,R,38.7514063752471,Florida,FL,102101
Hillsborough County,3192,12057,R,521.006609769935,Florida,FL,1378883
Holmes County,40,12059,R,15.6664122190294,Florida,FL,19430
Indian River County,471,12061,R,115.944983887054,Florida,FL,150984
Jackson County,147,12063,R,20.3829482396152,Florida,FL,48472
Jefferson County,10,12065,R,9.1057985960448,Florida,FL,14105
Lafayette County,11,12067,R,6.21318745940191,Florida,FL,8744
Lake County,1146,12069,R,136.198886060663,Florida,FL,335362
Lee County,1750,12071,R,354.83076867816,Florida,FL,718679
Leon County,1019,12073,R,166.813926365297,Florida,FL,288102
Levy County,33,12075,R,13.7976823582596,Florida,FL,39961
Liberty County,,12077,R,3.86534980170615,Florida,FL,8365
Madison County,22,12079,R,10.2405680669381,Florida,FL,18474
Manatee County,1132,12081,R,194.239008473812,Florida,FL,373853
Marion County,1626,12083,R,84.6803073111943,Florida,FL,348371
Martin County,602,12085,R,111.88677417727,Florida,FL,157581
Miami-Dade County,8353,12086,R,552.18707080322,Florida,FL,2715516
Monroe County,45,12087,R,29.9780680807413,Florida,FL,76325
Nassau County,100,12089,R,47.9609640013056,Florida,FL,80578
Okaloosa County,555,12091,R,83.3178027745842,Florida,FL,200737
Okeechobee County,114,12093,R,20.3743403689294,Florida,FL,40572
Orange County,2773,12095,R,565.200717904169,Florida,FL,1321194
Osceola County,972,12097,R,98.4713680128207,Florida,FL,338619
Palm Beach County,4388,12099,R,284.088504026507,Florida,FL,1446277
Pasco County,1471,12101,R,264.027551864764,Florida,FL,510593
Pinellas County,2586,12103,R,1351.00989532327,Florida,FL,957875
Polk County,2204,12105,R,143.657352265679,Florida,FL,668671
Putnam County,249,12107,R,38.5992312765178,Florida,FL,72766
St. Johns County,241,12109,R,151.366952953632,Florida,FL,235503
St. Lucie County,765,12111,R,206.388959617123,Florida,FL,305591
Santa Rosa County,263,12113,R,65.0033215643945,Florida,FL,170442
Sarasota County,1478,12115,R,285.758092060701,Florida,FL,412144
Seminole County,697,12117,R,567.903065071748,Florida,FL,455086
Sumter County,463,12119,R,83.8573171646801,Florida,FL,120999
Suwannee County,44,12121,R,24.6301590185062,Florida,FL,43924
Taylor County,28,12123,R,8.17783965465098,Florida,FL,22098
Union County,32,12125,R,24.1579476962471,Florida,FL,15239
Volusia County,1618,12127,R,184.991514788623,Florida,FL,527634
Wakulla County,16,12129,R,20.2958573030993,Florida,FL,31877
Walton County,165,12131,R,24.5031144322366,Florida,FL,65858
Washington County,66,12133,R,16.2226218764404,Florida,FL,24566
Appling County,56,13001,S,14.0182875557395,Georgia,GA,18454
Atkinson County,,13003,S,9.31124089772971,Georgia,GA,8265
Bacon County,73,13005,S,15.2600776819772,Georgia,GA,11228
Baker County,,13007,S,3.60068267453104,Georgia,GA,3189
Baldwin County,175,13009,S,67.5882661922328,Georgia,GA,45286
Banks County,,13011,S,30.7975218952869,Georgia,GA,18510
Barrow County,51,13013,S,184.344920218884,Georgia,GA,76887
Bartow County,269,13015,S,87.0643139398608,Georgia,GA,103620
Ben Hill County,84,13017,S,26.4798479280579,Georgia,GA,17154
Berrien County,16,13019,S,16.2019706578266,Georgia,GA,19025
Bibb County,1003,13021,S,237.623066850275,Georgia,GA,153490
Bleckley County,33,13023,S,22.8491903321887,Georgia,GA,12775
Brantley County,12,13025,S,16.1766057739402,Georgia,GA,18561
Brooks County,17,13027,S,12.2323171507994,Georgia,GA,15622
Bryan County,,13029,S,31.6655471305199,Georgia,GA,35885
Bulloch County,233,13031,S,42.7156701559742,Georgia,GA,74782
Burke County,27,13033,S,10.5274926916547,Georgia,GA,22550
Butts County,38,13035,S,49.9206754161867,Georgia,GA,23750
Calhoun County,,13037,S,8.85165962738022,Georgia,GA,6428
Camden County,58,13039,S,32.2908812569128,Georgia,GA,52714
Candler County,66,13043,S,17.1987992686963,Georgia,GA,10827
Carroll County,512,13045,S,89.7672468336575,Georgia,GA,116022
Catoosa County,73,13047,S,157.855196006551,Georgia,GA,66299
Charlton County,,13049,S,6.42590548774051,Georgia,GA,12983
Chatham County,1092,13051,S,255.886183169301,Georgia,GA,287049
Chattahoochee County,,13053,S,16.7130724648367,Georgia,GA,10767
Chattooga County,12,13055,S,30.5811718001163,Georgia,GA,24817
Cherokee County,338,13057,S,221.813708813594,Georgia,GA,241910
Clarke County,603,13059,S,403.537333348598,Georgia,GA,124602
Clay County,,13061,S,5.92972984026365,Georgia,GA,3001
Clayton County,294,13063,S,759.45246482218,Georgia,GA,278666
Clinch County,12,13065,S,3.19447925159291,Georgia,GA,6743
Cobb County,1373,13067,S,846.689777438231,Georgia,GA,745057
Coffee County,207,13069,S,28.0050693992946,Georgia,GA,42961
Colquitt County,182,13071,S,32.1897996301434,Georgia,GA,45606
Columbia County,47,13073,S,196.055278614709,Georgia,GA,147295
Cook County,16,13075,S,29.0644541396056,Georgia,GA,17184
Coweta County,359,13077,S,123.042865187318,Georgia,GA,140516
Crawford County,,13079,S,14.6686600722919,Georgia,GA,12344
Crisp County,133,13081,S,32.3511107884024,Georgia,GA,22846
Dade County,,13083,S,36.0115590913012,Georgia,GA,16227
Dawson County,,13085,S,43.6980839621772,Georgia,GA,23861
Decatur County,77,13087,S,17.34890995922,Georgia,GA,26833
DeKalb County,976,13089,S,1071.7920829819,Georgia,GA,743187
Dodge County,118,13091,S,16.285499626474,Georgia,GA,20919
Dooly County,,13093,S,13.6737975647166,Georgia,GA,13905
Dougherty County,590,13095,S,106.967538551712,Georgia,GA,91049
Douglas County,187,13097,S,273.692076766622,Georgia,GA,141840
Early County,21,13099,S,7.79436025159484,Georgia,GA,10348
Echols County,,13101,S,3.66809197234582,Georgia,GA,3994
Effingham County,55,13103,S,47.3273150187712,Georgia,GA,58689
Elbert County,34,13105,S,21.127442362084,Georgia,GA,19212
Emanuel County,101,13107,S,12.7641427625123,Georgia,GA,22499
Evans County,25,13109,S,22.6453774279428,Georgia,GA,10727
Fannin County,62,13111,S,24.8652643850687,Georgia,GA,24925
Fayette County,418,13113,S,221.224786181653,Georgia,GA,111369
Floyd County,708,13115,S,73.3273790003088,Georgia,GA,96824
Forsyth County,395,13117,S,378.06996339422,Georgia,GA,219880
Franklin County,59,13119,S,33.2339917840713,Georgia,GA,22514
Fulton County,2316,13121,S,749.058521812008,Georgia,GA,1021902
Gilmer County,42,13123,S,27.1060380844981,Georgia,GA,29922
Glascock County,10,13125,S,8.08220814930149,Georgia,GA,3009
Glynn County,427,13127,S,77.2791669718452,Georgia,GA,83974
Gordon County,209,13129,S,61.6211808728284,Georgia,GA,56790
Grady County,55,13131,S,21.1748315418802,Georgia,GA,24926
Greene County,29,13133,S,16.9081669198182,Georgia,GA,16976
Gwinnett County,1131,13135,S,809.14340930423,Georgia,GA,902298
Habersham County,103,13137,S,61.7715786661054,Georgia,GA,44289
Hall County,1267,13139,S,192.529352773057,Georgia,GA,195961
Hancock County,15,13141,S,6.99556886816091,Georgia,GA,8535
